,,,,,,,,
,IndModel.adj.pvals,no.pathology.mean,pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models
KCNN3,0.619971528,0.555376483,0.649194752,0.225185249,3.115476527,0.00183648,FALSE,FALSE
ITGA1,0.620721808,0.003529135,0.00790769,1.16394172,NA,NA,FALSE,FALSE
VWA8,0.620721808,0.349933898,0.348582095,-0.005583956,-0.203919086,0.83841673,FALSE,FALSE
ADAM32,0.620937751,0.023885404,0.03016557,0.336773537,1.372351673,0.169953987,FALSE,FALSE
SLK,0.620937751,0.094141781,0.085344186,-0.141542276,-0.586957931,0.557231961,FALSE,FALSE
CD163L1,0.620937751,0.067831698,0.074798308,0.14104603,1.04440406,0.296298486,FALSE,FALSE
GAA,0.620937751,0.07004921,0.064614896,-0.116501986,-0.108429945,0.913654648,FALSE,FALSE
MAEA,0.621312094,0.052736778,0.04557741,-0.210490502,-0.759897731,0.447315718,FALSE,FALSE
WHSC1,0.621312094,0.168081662,0.1624074,-0.049544965,-0.671775533,0.501726607,FALSE,FALSE
JAKMIP1,0.621312094,0.05533672,0.054235203,-0.029007552,0.071362946,0.943108899,FALSE,FALSE
MACROD1,0.621312094,0.034240424,0.030489127,-0.167405765,-0.64437698,0.519331008,FALSE,FALSE
THYN1,0.621312094,0.019044961,0.027147419,0.511405748,1.700846809,0.088971757,FALSE,FALSE
TCHP,0.621312094,0.063366079,0.072516644,0.19460142,-0.28236576,0.777663067,FALSE,FALSE
OGFR,0.621312094,0.054534484,0.046467103,-0.230959079,-0.826933524,0.408274741,FALSE,FALSE
POLR2E,0.621312094,0.036678013,0.03080148,-0.251915815,-0.356315294,0.721604457,FALSE,FALSE
WIZ,0.621312094,0.016575438,0.024720225,0.5766449,0.704941202,0.480846828,FALSE,FALSE
P2RX7,0.621378408,0.059904854,0.054088857,-0.147341478,-0.472096288,0.636858062,FALSE,FALSE
PIRT,0.621378408,0.010199121,0.014145832,0.471932241,1.728937254,0.083820326,FALSE,FALSE
TBC1D4,0.621809292,0.057907767,0.065929052,0.187157479,-0.693152212,0.488214035,FALSE,FALSE
TTC34,0.621853328,0.012329673,0.014761209,0.259676286,1.632206292,0.102636036,FALSE,FALSE
FAM114A2,0.621853328,0.02208687,0.031536393,0.513828668,1.904721805,0.056816243,FALSE,FALSE
KCP,0.621853328,0.007157978,0.0018417,-1.958514413,NA,NA,FALSE,FALSE
ERI3,0.62205411,0.203741196,0.203819873,0.000557008,0.203872299,0.838453293,FALSE,FALSE
CDS1,0.62205411,0.10687926,0.138326196,0.372092475,1.343730037,0.179035701,FALSE,FALSE
ME1,0.62205411,0.262345239,0.268656146,0.034294232,1.132632199,0.257368741,FALSE,FALSE
ELK4,0.622454911,0.015733873,0.026263597,0.739190721,1.558779134,0.119048665,FALSE,FALSE
CMTM6,0.622454911,0.05704222,0.074289617,0.381130449,1.47699832,0.139676088,FALSE,FALSE
P2RY12,0.622454911,0.009067158,0.012420587,0.454010913,1.02838402,0.303769222,FALSE,FALSE
MUC12,0.622454911,0.005859392,0.001847579,-1.6651148,NA,NA,FALSE,FALSE
YWHAZ,0.622454911,0.108422757,0.094998633,-0.190688938,0.078745643,0.93723494,FALSE,FALSE
IFITM10,0.622454911,0.006354913,0.002213218,-1.52172662,NA,NA,FALSE,FALSE
USP5,0.622454911,0.028735285,0.026684385,-0.106827595,-0.573176417,0.566525251,FALSE,FALSE
LIN52,0.622454911,0.145198686,0.138945346,-0.063510886,0.042709201,0.965933345,FALSE,FALSE
CRK,0.622454911,0.065362769,0.065424166,0.001354529,-0.788823593,0.430215118,FALSE,FALSE
LRRC37B,0.622454911,0.120994648,0.145365939,0.264746026,2.253774365,0.024210366,FALSE,FALSE
ZSCAN1,0.622454911,0.003586474,0.006409942,0.837745076,NA,NA,FALSE,FALSE
RBBP4,0.622474253,0.107576795,0.106114001,-0.019751882,-0.149068636,0.881499474,FALSE,FALSE
CERK,0.622474253,0.036382013,0.045638232,0.327017512,1.651376402,0.09866174,FALSE,FALSE
ZNF804A,0.622519181,0.002552446,0.005867987,1.200984898,NA,NA,FALSE,FALSE
BRK1,0.622519181,0.068956279,0.050595,-0.446687093,-0.206158722,0.83666693,FALSE,FALSE
TMEM136,0.622519181,0.063666199,0.052194435,-0.286631653,-0.489476245,0.624504568,FALSE,FALSE
ARHGDIG,0.622519181,0.007611003,0.002364607,-1.686485895,NA,NA,FALSE,FALSE
C1orf186,0.622617177,0.004505005,0.006068363,0.429778651,NA,NA,FALSE,FALSE
PECAM1,0.622862432,0.004754645,0.006942068,0.546027675,NA,NA,FALSE,FALSE
ACKR1,0.622965876,0.003202896,0.006918672,1.111118153,NA,NA,FALSE,FALSE
PPP1R3F,0.623096156,0.041858463,0.037007182,-0.177714054,-0.746647404,0.455276426,FALSE,FALSE
RYR3,0.623096156,2.393548597,2.504211575,0.06520536,0.714659275,0.474819608,FALSE,FALSE
FAM210B,0.623121803,0.019589339,0.032288414,0.720947874,1.763225971,0.077862385,FALSE,FALSE
BRINP3,0.62316018,0.531752939,0.544796513,0.034961365,0.419027224,0.675196236,FALSE,FALSE
CYP20A1,0.62316018,0.0969679,0.099838907,0.042094891,-0.18136953,0.856077534,FALSE,FALSE
RNF180,0.62316018,0.119612127,0.127846712,0.096051397,2.113475668,0.034560076,FALSE,FALSE
PGAP2,0.62316018,0.032352997,0.035790697,0.145685263,-0.829527168,0.40680617,FALSE,FALSE
C1orf146,0.62321725,0.003875789,0.002054994,-0.915355686,NA,NA,FALSE,FALSE
PRPS2,0.62321725,0.003879614,0.002726013,-0.509120459,NA,NA,FALSE,FALSE
GRHL2,0.62321725,0.002183196,0.004416537,1.016473868,NA,NA,FALSE,FALSE
LDB1,0.62321725,0.005011141,0.008544909,0.769926107,NA,NA,FALSE,FALSE
ASTN1,0.623261383,0.381412337,0.382891345,0.005583541,0.107618629,0.914298219,FALSE,FALSE
ZNF670-ZNF695,0.623261383,0.004629169,0.003526525,-0.392506003,NA,NA,FALSE,FALSE
CCDC129,0.623261383,0.00331424,0.007218627,1.123046331,NA,NA,FALSE,FALSE
NOTCH1,0.623261383,0.133549012,0.144277317,0.111475201,1.813727206,0.069719734,FALSE,FALSE
GNA11,0.623261383,0.0349992,0.046878029,0.421589959,1.668857655,0.095145593,FALSE,FALSE
NACC1,0.623261383,0.019913124,0.038010804,0.932689949,1.337545553,0.181044623,FALSE,FALSE
UBA52,0.623261383,0.06271695,0.067110907,0.097691869,-0.281843514,0.778063503,FALSE,FALSE
GALNT14,0.623286377,0.004856953,0.002549386,-0.929901753,NA,NA,FALSE,FALSE
ZSCAN20,0.623383989,0.004893156,0.003134245,-0.642647384,NA,NA,FALSE,FALSE
TMC4,0.623383989,0.00475593,0.00323667,-0.555216921,NA,NA,FALSE,FALSE
SIRT5,0.623671425,0.07973696,0.076460647,-0.060531194,-0.112060771,0.910775222,FALSE,FALSE
USB1,0.623890263,0.00946209,0.021449538,1.180715796,1.450005287,0.147057045,FALSE,FALSE
RNASE1,0.624096707,0.003831032,0.007236472,0.917553342,NA,NA,FALSE,FALSE
TXLNA,0.624401397,0.026201547,0.033476696,0.353505166,1.46059373,0.144126968,FALSE,FALSE
CLHC1,0.624401397,0.055537187,0.047919172,-0.212851118,-0.239538599,0.81068797,FALSE,FALSE
CERS6,0.624401397,0.188651103,0.163852606,-0.203321917,-0.712598631,0.476094159,FALSE,FALSE
MRPL36,0.624401397,0.023655197,0.022820362,-0.051835503,-0.442856944,0.657869212,FALSE,FALSE
ZNF746,0.624401397,0.012770033,0.024109919,0.916864575,1.160705748,0.245761583,FALSE,FALSE
CRLF2,0.624401397,0.003529957,0.003283423,-0.104449804,NA,NA,FALSE,FALSE
ERICH5,0.624401397,0.002886453,0.002220036,-0.378714775,NA,NA,FALSE,FALSE
PUF60,0.624401397,0.056757838,0.049037528,-0.21093338,-0.576332668,0.564390346,FALSE,FALSE
PRRC2B,0.624401397,0.21065235,0.255725882,0.279734168,1.596041375,0.110479556,FALSE,FALSE
CD59,0.624401397,0.145598955,0.173460408,0.252606411,2.359446998,0.018302195,FALSE,FALSE
RELA,0.624401397,0.026583107,0.029627157,0.15641046,0.862670852,0.388318463,FALSE,FALSE
BEST3,0.624401397,0.003622374,0.004450768,0.297118866,NA,NA,FALSE,FALSE
FLT3,0.624401397,0.009869765,0.016449889,0.736990147,0.977223441,0.328458546,FALSE,FALSE
RP11-468E2.6,0.624401397,0.004060396,0.006070841,0.580275864,NA,NA,FALSE,FALSE
FBXL19,0.624401397,0.011589602,0.01800921,0.635903897,1.609343614,0.107541227,FALSE,FALSE
NLRP12,0.624401397,0.003595458,0.004795445,0.415489339,NA,NA,FALSE,FALSE
MCM5,0.624401397,0.006381235,0.005492422,-0.216393264,NA,NA,FALSE,FALSE
DNAJA1,0.624566923,0.058562448,0.063521373,0.117266242,1.665145818,0.095883668,FALSE,FALSE
SNRPE,0.624726709,0.027650961,0.020365926,-0.441172223,-0.770670182,0.44090245,FALSE,FALSE
LONRF2,0.624742598,0.093750991,0.097658701,0.058914649,-0.61599931,0.537894976,FALSE,FALSE
TGFBR2,0.624772365,0.00655062,0.002312483,-1.502188632,NA,NA,FALSE,FALSE
TRPC1,0.624772365,0.201013079,0.20640051,0.038157163,0.465411666,0.641636681,FALSE,FALSE
NOVA2,0.624772365,0.024576858,0.034395954,0.484938397,1.654892276,0.097946351,FALSE,FALSE
SH2D4B,0.625009428,0.003893966,0.003760975,-0.050133642,NA,NA,FALSE,FALSE
PIGH,0.625039771,0.025747465,0.023114582,-0.155627115,-1.029795253,0.30310613,FALSE,FALSE
NDN,0.625159042,0.034860376,0.023285342,-0.582166064,-1.320898055,0.186535358,FALSE,FALSE
STX12,0.625894584,0.080847377,0.071962216,-0.167961362,-0.219517567,0.826246897,FALSE,FALSE
ECHS1,0.625894584,0.046822993,0.044624587,-0.069378352,-0.412206099,0.680188367,FALSE,FALSE
SLC2A13,0.625894584,0.028009401,0.029916156,0.095013662,-0.318300708,0.750256847,FALSE,FALSE
ANKRD12,0.625894584,0.54458399,0.622898235,0.193841915,2.235979857,0.025353091,FALSE,FALSE
RFWD2,0.626039549,0.235408078,0.271162569,0.20399422,-0.053981583,0.956949837,FALSE,FALSE
SOX13,0.626039549,0.085459649,0.111094352,0.378470165,1.911945903,0.055883133,FALSE,FALSE
GLTP,0.626039549,0.027425896,0.044027527,0.682867063,1.84363283,0.065236668,FALSE,FALSE
ARHGAP6,0.626156102,0.01394573,0.024019744,0.78439735,1.480716125,0.138682235,FALSE,FALSE
XPNPEP3,0.626156102,0.092204075,0.098076966,0.089083847,-0.74444337,0.456608289,FALSE,FALSE
CUX2,0.626822701,0.026672858,0.02535494,-0.073105536,-0.589712219,0.555383602,FALSE,FALSE
KLF3,0.626964837,0.043353526,0.032033573,-0.436564636,-0.071157936,0.943272059,FALSE,FALSE
PRR5L,0.627269576,0.02877201,0.031022816,0.108663625,-0.441108652,0.65913434,FALSE,FALSE
NUDT22,0.627269576,0.028913118,0.018514139,-0.643096679,-0.344818404,0.730230896,FALSE,FALSE
TBC1D2B,0.627269576,0.068046526,0.055496063,-0.294136077,-0.542461939,0.58750032,FALSE,FALSE
TRAF6,0.627286572,0.025970092,0.019253035,-0.431765271,-0.403023737,0.686930762,FALSE,FALSE
CYCS,0.62753502,0.058918175,0.06331601,0.10385759,0.110110479,0.912321757,FALSE,FALSE
TAF6,0.62753502,0.019149266,0.022678441,0.244032415,1.002717157,0.315997349,FALSE,FALSE
VSX1,0.62753502,0.01788831,0.023503265,0.393844085,1.21017527,0.226211645,FALSE,FALSE
SRM,0.627734653,0.031257287,0.031563604,0.014069395,1.411734384,0.158028185,FALSE,FALSE
WDR92,0.627734653,0.033933942,0.028384038,-0.257649143,-0.09037284,0.927990939,FALSE,FALSE
ABCE1,0.627734653,0.037452329,0.032874575,-0.188083167,-0.549977039,0.582335122,FALSE,FALSE
MAX,0.627734653,0.146041467,0.127985136,-0.190401799,0.288501255,0.77296307,FALSE,FALSE
ZFYVE9,0.627759956,0.185219861,0.179636582,-0.044157628,0.738972436,0.459923735,FALSE,FALSE
GABRA1,0.627809144,0.015690369,0.025716997,0.712842959,1.715478371,0.086257558,FALSE,FALSE
STOM,0.627809144,0.124045608,0.146060362,0.23569405,1.350741511,0.17677825,FALSE,FALSE
AP1B1,0.627809144,0.115576669,0.100941034,-0.195337429,-1.649776965,0.098988562,FALSE,FALSE
PRKCE,0.62804774,0.24834037,0.214639172,-0.210405414,-0.088753192,0.929278058,FALSE,FALSE
TGFBR1,0.628117374,0.041247621,0.029356939,-0.490609344,-1.153293799,0.248789814,FALSE,FALSE
ZNF283,0.628725924,0.026755562,0.019461465,-0.45921853,-0.270616707,0.786685845,FALSE,FALSE
SEMA6B,0.628965073,0.005835797,0.013395694,1.198767847,1.543570936,0.12269231,FALSE,FALSE
TCEAL8,0.629040703,0.024279352,0.031689007,0.384252531,1.749131368,0.080268314,FALSE,FALSE
CAMSAP3,0.629040703,0.013799992,0.024254791,0.813602302,1.512031975,0.130525729,FALSE,FALSE
ZNF451,0.629098753,0.185629907,0.176739624,-0.070803646,-0.602439814,0.546881414,FALSE,FALSE
TCEA3,0.629247786,0.020326661,0.036651126,0.850484296,2.263728938,0.023590792,FALSE,FALSE
RPL7A,0.629247786,0.060570851,0.057703111,-0.06997458,0.263472718,0.792186249,FALSE,FALSE
GTF3A,0.629247786,0.047469623,0.049641661,0.064546791,-0.301999841,0.762652184,FALSE,FALSE
PITHD1,0.62950793,0.033031049,0.024542015,-0.428569079,-0.412516561,0.679960845,FALSE,FALSE
IVNS1ABP,0.62950793,0.016754964,0.023327304,0.477431023,1.463605612,0.143301738,FALSE,FALSE
PLEKHB2,0.62950793,0.056249305,0.04360129,-0.367464449,-0.260313935,0.794621625,FALSE,FALSE
MRPS2,0.62950793,0.022410722,0.034174187,0.608717864,1.493345812,0.135346689,FALSE,FALSE
SETDB2,0.62950793,0.03370812,0.032775176,-0.04049266,-0.329677981,0.741643293,FALSE,FALSE
BOLA3,0.629730765,0.026833882,0.026466222,-0.019903538,-0.776377031,0.437526403,FALSE,FALSE
KIAA1033,0.629730765,0.110234676,0.114438514,0.053994546,-0.226648316,0.820697219,FALSE,FALSE
FAM65A,0.629730765,0.05849618,0.065997591,0.174070952,-0.930252295,0.352240471,FALSE,FALSE
ZNF181,0.629730765,0.012887655,0.022007441,0.772001584,1.144167392,0.252554223,FALSE,FALSE
SLC24A4,0.629849965,0.054942435,0.061127557,0.153902069,2.062323313,0.039176965,FALSE,FALSE
MLST8,0.629849965,0.028923835,0.059215502,1.033716022,1.427589504,0.153410046,FALSE,FALSE
SBDS,0.630265433,0.031946994,0.044497682,0.478050017,1.598210688,0.109996096,FALSE,FALSE
DNMBP,0.630265433,0.039349324,0.035825587,-0.135348483,-0.06966914,0.944457005,FALSE,FALSE
NQO1,0.630265433,0.044466962,0.044702055,0.007607305,-0.574076391,0.565916109,FALSE,FALSE
MAP2K2,0.630265433,0.061447831,0.078607004,0.355295784,1.609716465,0.107459769,FALSE,FALSE
MRPL44,0.630375573,0.008816459,0.01100994,0.320535433,1.674120336,0.094106952,FALSE,FALSE
PAPSS1,0.630375573,0.068089494,0.089939601,0.40152429,2.135783664,0.032697051,FALSE,FALSE
KLF13,0.630395281,0.03142271,0.026388065,-0.25192206,-0.564024014,0.572737789,FALSE,FALSE
RASSF8,0.630399795,0.393707412,0.464418703,0.238302202,1.339495003,0.18040958,FALSE,FALSE
RAB13,0.63044559,0.034172927,0.021368902,-0.677341003,-0.03061616,0.975575654,FALSE,FALSE
FAM171B,0.63044559,0.660727248,0.66428546,0.007748495,-0.386485452,0.699137175,FALSE,FALSE
PHYH,0.63044559,0.022637165,0.020520676,-0.141615035,-1.049746698,0.293834588,FALSE,FALSE
LRRC45,0.63078361,0.006396562,0.013009507,1.024197741,1.63666674,0.101700122,FALSE,FALSE
APOBEC3G,0.631081355,0.005701576,0.010636355,0.899571195,1.738475729,0.082127023,FALSE,FALSE
EHBP1,0.631472479,0.550275352,0.578464302,0.072074222,0.485988503,0.626975317,FALSE,FALSE
RNPEPL1,0.631472479,0.023652463,0.035308858,0.578039712,0.98681566,0.323733016,FALSE,FALSE
GABRG1,0.631472479,0.301898125,0.334754907,0.149043404,1.867635407,0.061812908,FALSE,FALSE
PARN,0.631472479,0.141689404,0.14397022,0.023038545,-0.068142565,0.945672147,FALSE,FALSE
BAZ1A,0.631495242,0.07560773,0.088443993,0.226230415,2.182682588,0.029059193,FALSE,FALSE
XPA,0.631753712,0.09231255,0.089812597,-0.039609002,-0.10853816,0.913568812,FALSE,FALSE
CUL5,0.631753712,0.1821326,0.157764171,-0.207219577,-0.57508242,0.565235557,FALSE,FALSE
TMC5,0.631753712,0.006157101,0.009931473,0.689756514,1.245702938,0.212873475,FALSE,FALSE
ARFGEF1,0.631944056,0.179315054,0.188645173,0.07317857,0.25797313,0.796427645,FALSE,FALSE
ZNF169,0.631944056,0.026895905,0.024687041,-0.123632586,-0.256993386,0.797183879,FALSE,FALSE
PSMA1,0.631944056,0.122580278,0.126111494,0.04097289,-0.102830752,0.918097298,FALSE,FALSE
MAP1S,0.631965868,0.01363602,0.015007454,0.13825662,0.937044909,0.348735458,FALSE,FALSE
RRP1,0.632183086,0.027924683,0.019614697,-0.509605847,-0.653220585,0.513614081,FALSE,FALSE
TRIM24,0.632514122,0.075449942,0.067605423,-0.158380803,-0.201897508,0.83999685,FALSE,FALSE
NUP155,0.632519155,0.033751701,0.025346593,-0.413168358,-0.454945147,0.649148702,FALSE,FALSE
MFSD1,0.633014376,0.035822278,0.032051384,-0.16047043,-0.531374033,0.595159612,FALSE,FALSE
MAP3K4,0.633048029,0.079468204,0.08757396,0.140124212,-0.095823608,0.923660667,FALSE,FALSE
CDK9,0.633428601,0.054216432,0.084056821,0.632634717,1.508077055,0.131534807,FALSE,FALSE
SPON1,0.633559801,0.703598028,0.769892445,0.129905475,1.555259073,0.11988438,FALSE,FALSE
RWDD1,0.634055825,0.051643601,0.062715791,0.280239138,1.407838558,0.15917888,FALSE,FALSE
SFT2D2,0.634738077,0.020980336,0.028645419,0.449266695,1.335027039,0.181867497,FALSE,FALSE
TCF7L1,0.634738077,0.180487585,0.175574692,-0.039814695,0.649641391,0.51592389,FALSE,FALSE
RP11-407P15.2,0.634738077,0.006128521,0.00281077,-1.124573682,NA,NA,FALSE,FALSE
ARL6IP6,0.634738077,0.079465676,0.100456427,0.338166117,2.060202382,0.039379197,FALSE,FALSE
IGSF11,0.634738077,0.300079779,0.327924377,0.128017043,1.076176795,0.281848196,FALSE,FALSE
SETD9,0.634738077,0.007242582,0.005204671,-0.476697282,NA,NA,FALSE,FALSE
UPP1,0.634738077,0.012892435,0.015157194,0.233477985,1.680894216,0.092783464,FALSE,FALSE
TRAPPC4,0.634738077,0.020931227,0.021958232,0.06910497,-0.324562617,0.745512124,FALSE,FALSE
TRAPPC1,0.634738077,0.011860191,0.015077882,0.346306523,1.826367749,0.067794886,FALSE,FALSE
ESCO1,0.634738077,0.047220112,0.050799434,0.105410971,-0.636343712,0.52455242,FALSE,FALSE
APCDD1L,0.634738077,0.00388741,0.00208847,-0.896362625,NA,NA,FALSE,FALSE
MAP3K10,0.634738077,0.028546627,0.023426497,-0.285179069,-0.603119529,0.546429176,FALSE,FALSE
ZNF141,0.634873725,0.048231122,0.052699739,0.127831422,1.513758978,0.13008698,FALSE,FALSE
UGT2B15,0.634914466,0.007436745,0.003550578,-1.066617422,NA,NA,FALSE,FALSE
OPTN,0.634914466,0.050277666,0.050133202,-0.004151301,-0.599407558,0.548901138,FALSE,FALSE
SORL1,0.635077804,0.394089759,0.414960498,0.074449746,0.717159038,0.473275971,FALSE,FALSE
PRR34,0.635077804,0.00494474,0.00346529,-0.512918614,NA,NA,FALSE,FALSE
POU3F4,0.635086409,0.012599074,0.017451393,0.470024521,1.339660339,0.180355797,FALSE,FALSE
RASEF,0.635291028,0.010622476,0.002508284,-2.082347541,NA,NA,FALSE,FALSE
SRSF9,0.635291028,0.047334652,0.037671661,-0.329417066,-0.840075736,0.400865924,FALSE,FALSE
RP11-511P7.5,0.63548582,0.009585301,0.012338818,0.364308534,0.942191027,0.346094847,FALSE,FALSE
HNRNPU,0.635506162,0.030953901,0.044218896,0.514541784,1.237671135,0.215838026,FALSE,FALSE
DDX41,0.635506162,0.025489559,0.036575682,0.520978323,1.040584544,0.298068407,FALSE,FALSE
GPALPP1,0.635506162,0.08547578,0.101617382,0.249559603,0.014747232,0.988233838,FALSE,FALSE
VPS13C,0.635506162,0.335213963,0.37301986,0.1541702,1.59674166,0.110323305,FALSE,FALSE
ZIK1,0.635506162,0.004403735,0.002513505,-0.809026794,NA,NA,FALSE,FALSE
CGREF1,0.635772235,0.007061791,0.004126208,-0.775217674,NA,NA,FALSE,FALSE
FRMD6,0.635772235,0.039046196,0.052879562,0.43752825,2.03728307,0.041621683,FALSE,FALSE
MAPK6,0.635772235,0.111014069,0.107767324,-0.042822714,0.367347893,0.713359534,FALSE,FALSE
DAP3,0.635934766,0.122331,0.132253706,0.1125181,0.866345443,0.386300753,FALSE,FALSE
HDHD2,0.635934766,0.025996631,0.027178403,0.064136014,-0.595329316,0.551623363,FALSE,FALSE
C6orf132,0.635935498,0.004513708,0.003064077,-0.558860306,NA,NA,FALSE,FALSE
PIGW,0.635935498,0.005516896,0.003258903,-0.759470665,NA,NA,FALSE,FALSE
HCCS,0.63595647,0.004769154,0.004328079,-0.140006761,NA,NA,FALSE,FALSE
ANKRD20A3,0.63595647,0.007359171,0.005668186,-0.376656177,NA,NA,FALSE,FALSE
PPP2R4,0.63595647,0.078244397,0.083583645,0.095233241,-1.256282583,0.209013534,FALSE,FALSE
C9orf142,0.63595647,0.048705661,0.062998658,0.371231624,1.689158525,0.091189055,FALSE,FALSE
C11orf65,0.63595647,0.074462565,0.057197633,-0.38055988,-0.899043314,0.36862959,FALSE,FALSE
NOG,0.63595647,0.005100365,0.003957516,-0.366005346,NA,NA,FALSE,FALSE
PHKA1,0.635975067,0.123608618,0.136260861,0.140591893,-0.435509923,0.663192338,FALSE,FALSE
IL27RA,0.635975067,0.004301002,0.003064671,-0.488940388,NA,NA,FALSE,FALSE
PHF12,0.636277811,0.065548224,0.059638067,-0.136323195,-0.78337154,0.433408963,FALSE,FALSE
NSUN4,0.636497353,0.042795036,0.040031277,-0.096315822,1.294241014,0.195582184,FALSE,FALSE
MRPL42,0.636571299,0.050445513,0.042811344,-0.236732836,-0.334141486,0.738272796,FALSE,FALSE
CKMT1B,0.636610767,0.004451171,0.003373561,-0.399912701,NA,NA,FALSE,FALSE
SMAD2,0.636610767,0.182265785,0.162156662,-0.168655463,-1.08754404,0.276796447,FALSE,FALSE
C2orf80,0.636684009,0.004333025,0.002936114,-0.561466576,NA,NA,FALSE,FALSE
ITIH6,0.636684009,0.004363648,0.004699571,0.10699425,NA,NA,FALSE,FALSE
TNKS1BP1,0.636684009,0.036830684,0.047396127,0.363860986,1.427189537,0.153525269,FALSE,FALSE
EPT1,0.636691431,0.081469436,0.075627808,-0.107342119,-0.074566263,0.940559818,FALSE,FALSE
ARVCF,0.636794393,0.068021196,0.074561125,0.132439248,1.74498835,0.080986897,FALSE,FALSE
SSSCA1,0.637144055,0.005362718,0.005493778,0.034834256,NA,NA,FALSE,FALSE
ANKRD33B,0.637167886,0.023821435,0.017190778,-0.470625478,-1.079569448,0.280333953,FALSE,FALSE
AGFG1,0.637222663,0.10642879,0.134997679,0.343046138,1.545858004,0.122138865,FALSE,FALSE
VWC2,0.637222663,0.004501411,0.003077671,-0.548537973,NA,NA,FALSE,FALSE
PGD,0.637602808,0.033298086,0.043986827,0.401632287,1.546480074,0.121988669,FALSE,FALSE
C5orf22,0.637818063,0.03419724,0.034115729,-0.003442834,-0.017420854,0.986100873,FALSE,FALSE
ZNF623,0.637993925,0.020667586,0.02863145,0.470230832,1.626513322,0.103840502,FALSE,FALSE
DMXL2,0.637993925,0.109664157,0.104394231,-0.07105008,-0.286926357,0.774168709,FALSE,FALSE
RP11-219A15.1,0.637993925,0.152096102,0.146926166,-0.049891832,0.470963472,0.63766682,FALSE,FALSE
BAIAP3,0.638120845,0.051839948,0.092147034,0.829873458,1.216699253,0.223718663,FALSE,FALSE
FAT1,0.638363652,0.119516348,0.14520464,0.280879586,2.051555077,0.040212922,FALSE,FALSE
ZNF710,0.638519539,0.114330447,0.115395826,0.013381378,-0.158128168,0.874355805,FALSE,FALSE
ZMPSTE24,0.638723304,0.057940774,0.054003785,-0.101518429,-0.135293886,0.892379519,FALSE,FALSE
SLC25A17,0.638723304,0.067087216,0.061117248,-0.134458308,-0.0703946,0.943879589,FALSE,FALSE
ISPD,0.63886418,0.110272158,0.110174395,-0.001279604,-0.216425163,0.828656354,FALSE,FALSE
